央视,#genre#
CCTV-2HD,http://39.136.34.116/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225918/01.m3u8?fmt=ts2hls
CCTV-2HD,http://39.136.34.118/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225918/01.m3u8?fmt=ts2hls
CCTV-2HD,http://39.136.34.120/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225918/01.m3u8?fmt=ts2hls
CCTV-2HD,http://38.75.136.137:82/live1/dsdq.m3u8?id=cctv2hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jsb1.m3u8?id=cctv2hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv2hd&ip=whus09&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv2hd&ip=whus27&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv2hd&ip=whus28&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv2hd&ip=whus22&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv2hd&ip=whus04&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv2hd&ip=opfr02&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv2hd&ip=whus23&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv2hd&ip=whus01&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://[2409:8087:1006:301:2026::1a]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225918/01.m3u8?fmt=ts2hls
CCTV-2HD,http://[2409:8087:1006:301:2026::1b]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225918/01.m3u8?fmt=ts2hls
CCTV-2HD,http://[2409:8087:1006:301:2026::16]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225918/01.m3u8?fmt=ts2hls
CCTV-2HD,http://[2409:8087:1006:301:2026::19]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225918/01.m3u8?fmt=ts2hls
CCTV-2HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv2hd&ip=psus01&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jdtv2.m3u8?id=cctv2hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/cctvxw.m3u8?bt=2&id=cctv2hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jdtv2.m3u8?id=cctv2hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-2HD,http://38.75.136.137:82/live1/jdtv2.m3u8?isp=dx&id=cctv2hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://111.56.121.176/050000001888/5000000188800000015/index.m3u8?stbId=nil&channel-id=yinhe_live&Contentid=5000000188800000015
CCTV-3HD,http://111.56.121.176/050000001888/5000000188800000111/index.m3u8?stbId=nil&channel-id=yinhe_live&Contentid=5000000188800000111
CCTV-3HD,http://39.136.34.122/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225963/01.m3u8?fmt=ts2hls
CCTV-3HD,http://39.136.34.124/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225963/01.m3u8?fmt=ts2hls
CCTV-3HD,http://39.136.34.124/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225963/01.m3u8?fmt=ts2hls
CCTV-3HD,http://39.136.34.217/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225963/01.m3u8?fmt=ts2hls
CCTV-3HD,http://39.136.34.219/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225963/01.m3u8?fmt=ts2hls
CCTV-3HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv3hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://39.136.34.114/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225963/01.m3u8?fmt=ts2hls
CCTV-3HD,http://39.136.34.116/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225963/01.m3u8?fmt=ts2hls
CCTV-3HD,http://39.136.34.118/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225963/01.m3u8?fmt=ts2hls
CCTV-3HD,http://39.136.34.120/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225963/01.m3u8?fmt=ts2hls
CCTV-3HD,http://38.75.136.137:82/live1/dsdq.m3u8?id=cctv3hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jsb1.m3u8?id=cctv3hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv3hd&ip=whus08&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv3hd&ip=whus28&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv3hd&ip=whus30&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv3hd&ip=whus02&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv3hd&ip=whus16&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv3hd&ip=whus06&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv3hd&ip=whus07&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv3hd&ip=psus01&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv3hd&ip=psus03&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jdtv2.m3u8?id=cctv3hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jdtv2.m3u8?id=cctv3hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jdtv2.m3u8?isp=dx&id=cctv3hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live1/jdtv2.m3u8?isp=lt&id=cctv3hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-3HD,http://38.75.136.137:82/live2/bfgd.m3u8?id=4200000062&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://111.56.121.176/050000001888/5000000188800000017/index.m3u8?stbId=nil&channel-id=yinhe_live&Contentid=5000000188800000017
CCTV-4HD,http://111.56.121.176/050000001888/5000000188800000112/index.m3u8?stbId=nil&channel-id=yinhe_live&Contentid=5000000188800000112
CCTV-4HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv4hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://39.136.34.124/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://39.136.34.124/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://39.136.34.114/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://39.136.34.116/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://39.136.34.118/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://39.136.34.120/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://39.136.34.122/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://38.75.136.137:82/live1/dsdq.m3u8?id=cctv4hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jsb1.m3u8?id=cctv4hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv4hd&ip=whus08&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv4hd&ip=whus27&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv4hd&ip=whus04&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv4hd&ip=opfr02&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv4hd&ip=whus06&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv4hd&ip=whus07&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv4hd&ip=whus23&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv4hd&ip=whus01&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://[2409:8087:1006:301:2026::1a]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://[2409:8087:1006:301:2026::1b]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://[2409:8087:1006:301:2026::11]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://[2409:8087:1006:301:2026::16]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://[2409:8087:1006:301:2026::17]/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225898/01.m3u8?fmt=ts2hls
CCTV-4HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv4hd&ip=psus01&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jdtv2.m3u8?id=cctv4hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/cctvxw.m3u8?bt=2&id=cctv4hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jdtv2.m3u8?id=cctv4hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-4HD,http://38.75.136.137:82/live1/jdtv2.m3u8?isp=dx&id=cctv4hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://111.56.121.176/050000001888/5000000188800000020/index.m3u8?stbId=nil&channel-id=yinhe_live&Contentid=5000000188800000020
CCTV-5HD,http://111.56.121.176/050000001888/5000000188800000113/index.m3u8?stbId=nil&channel-id=yinhe_live&Contentid=5000000188800000113
CCTV-5HD,http://39.136.34.122/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225964/01.m3u8?fmt=ts2hls
CCTV-5HD,http://39.136.34.124/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225964/01.m3u8?fmt=ts2hls
CCTV-5HD,http://39.136.34.124/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225964/01.m3u8?fmt=ts2hls
CCTV-5HD,http://39.136.34.217/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225964/01.m3u8?fmt=ts2hls
CCTV-5HD,http://39.136.34.219/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225964/01.m3u8?fmt=ts2hls
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://39.136.34.114/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225964/01.m3u8?fmt=ts2hls
CCTV-5HD,http://39.136.34.116/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225964/01.m3u8?fmt=ts2hls
CCTV-5HD,http://39.136.34.118/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225964/01.m3u8?fmt=ts2hls
CCTV-5HD,http://39.136.34.120/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225964/01.m3u8?fmt=ts2hls
CCTV-5HD,http://38.75.136.137:82/live1/dsdq.m3u8?id=cctv5hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb1.m3u8?id=cctv5hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://39.134.168.76/PLTV/1/224/3221225556/index.m3u8
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus08&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus30&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus13&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus02&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus05&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus16&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus06&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus17&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus07&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus19&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus20&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=whus25&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=psus03&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv5hd&ip=psus01&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-5HD,http://38.75.136.137:82/live1/jdtv2.m3u8?id=cctv5hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://111.56.121.176/050000001888/5000000188800000022/index.m3u8?stbId=nil&channel-id=yinhe_live&Contentid=5000000188800000022
CCTV-6HD,http://111.56.121.176/050000001888/5000000188800000114/index.m3u8?stbId=nil&channel-id=yinhe_live&Contentid=5000000188800000114
CCTV-6HD,http://39.136.34.124/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225965/01.m3u8?fmt=ts2hls
CCTV-6HD,http://39.136.34.124/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225965/01.m3u8?fmt=ts2hls
CCTV-6HD,http://39.136.34.217/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225965/01.m3u8?fmt=ts2hls
CCTV-6HD,http://39.136.34.219/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225965/01.m3u8?fmt=ts2hls
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://39.136.34.116/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225965/01.m3u8?fmt=ts2hls
CCTV-6HD,http://39.136.34.118/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225965/01.m3u8?fmt=ts2hls
CCTV-6HD,http://39.136.34.120/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225965/01.m3u8?fmt=ts2hls
CCTV-6HD,http://38.75.136.137:82/live1/dsdq.m3u8?id=cctv6hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb1.m3u8?id=cctv6hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://39.134.168.76/PLTV/1/224/3221225558/index.m3u8
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus08&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus27&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus13&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus02&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus03&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus15&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus14&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus06&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus17&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus07&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus23&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus09&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus18&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=whus20&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=psus03&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv6hd&ip=psus01&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-6HD,http://38.75.136.137:82/live1/jdtv2.m3u8?id=cctv6hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-7HD,http://111.56.121.176/050000001888/5000000188800000024/index.m3u8?stbId=nil&channel-id=yinhe_live&Contentid=5000000188800000024
CCTV-7HD,http://111.56.121.176/050000001888/5000000188800000115/index.m3u8?stbId=nil&channel-id=yinhe_live&Contentid=5000000188800000115
CCTV-7HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv7hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-7HD,https://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV-7HD,http://39.136.34.124/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225897/01.m3u8?fmt=ts2hls
CCTV-7HD,http://39.136.34.124/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225897/01.m3u8?fmt=ts2hls
CCTV-7HD,http://39.136.34.114/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225897/01.m3u8?fmt=ts2hls
CCTV-7HD,http://39.136.34.116/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225897/01.m3u8?fmt=ts2hls
CCTV-7HD,http://39.136.34.118/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225897/01.m3u8?fmt=ts2hls
CCTV-7HD,http://39.136.34.120/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225897/01.m3u8?fmt=ts2hls
CCTV-7HD,http://38.75.136.137:82/live1/dsdq.m3u8?id=cctv7hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-7HD,http://38.75.136.137:82/live1/jsb1.m3u8?id=cctv7hd&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-7HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv7hd&ip=whus12&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-7HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv7hd&ip=whus22&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-7HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv7hd&ip=whus04&usign=X2titIGzYm9iZjGtuvCYkg
CCTV-7HD,http://38.75.136.137:82/live1/jsb.m3u8?id=cctv7hd&ip=opfr02&usign=X2titIGzYm9iZjGtuvCYkg
